_id,Suburb,Site_title,Site_streetaddress,Site_state,Site_postcode,Exposure_date_dtm,Exposure_date,Exposure_time,Notes,Added_date_dtm,Added_date,Added_time,Advice_title,Advice_instruction,Exposure_time_start_24,Exposure_time_end_24,dhid,Latitude,Longitude
325,Thomastown,McDonald's Thomastown ,30 Dalton Road,VIC,3074,5/09/2021,5/09/2021,3:30pm - 11:30pm,Case attended venue. Some individuals will be Tier 1 contacts required to quarantine for 14 days and the Department will contact them directly with this advice.,16/09/2021,16/09/2021,22:10:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",15:30:00,23:30:00,E9Q3,-37.6893825,145.0280943
326,Thomastown,McDonald's Thomastown ,30 Dalton Road,VIC,3074,6/09/2021,6/09/2021,3:30pm - 8:30pm,Case attended venue. Some individuals will be Tier 1 contacts required to quarantine for 14 days and the Department will contact them directly with this advice.,16/09/2021,16/09/2021,22:10:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",15:30:00,20:30:00,C2U4,-37.6893825,145.0280943
327,Thomastown,McDonald's Thomastown ,30 Dalton Road,VIC,3074,9/09/2021,9/09/2021,3:00pm - 10:30pm,Case attended venue. Some individuals will be Tier 1 contacts required to quarantine for 14 days and the Department will contact them directly with this advice.,16/09/2021,16/09/2021,22:10:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",15:00:00,22:30:00,C9K4,-37.6893825,145.0280943
328,Thomastown,McDonald's Thomastown ,30 Dalton Road,VIC,3074,10/09/2021,10/09/2021,3:30pm - 9:00pm,Case attended venue. Some individuals will be Tier 1 contacts required to quarantine for 14 days and the Department will contact them directly with this advice.,16/09/2021,16/09/2021,22:10:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",15:30:00,21:00:00,E7Y8,-37.6893825,145.0280943
329,Thomastown,McDonald's Thomastown ,30 Dalton Road,VIC,3074,11/09/2021,11/09/2021,2:30pm - 11:30pm,Case attended venue. Some individuals will be Tier 1 contacts required to quarantine for 14 days and the Department will contact them directly with this advice.,16/09/2021,16/09/2021,22:10:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",14:30:00,23:30:00,B7N2,-37.6893825,145.0280943
330,Thomastown,McDonald's Thomastown ,30 Dalton Road,VIC,3074,12/09/2021,12/09/2021,8:00am - 3:30pm,Case attended venue. Some individuals will be Tier 1 contacts required to quarantine for 14 days and the Department will contact them directly with this advice.,16/09/2021,16/09/2021,22:10:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",8:00:00,15:30:00,D2X6,-37.6893825,145.0280943
331,Preston,Santino's Pizza Pasta,502 Plenty Road,VIC,3072,9/09/2021,9/09/2021,2:00pm - 9:30pm,Case attended venue,16/09/2021,16/09/2021,21:40:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",14:00:00,21:30:00,B6C7,-37.7373157,145.0125178
332,Preston,Santino's Pizza Pasta,502 Plenty Road,VIC,3072,10/09/2021,10/09/2021,2:00pm - 10:00pm,Case attended venue,16/09/2021,16/09/2021,21:40:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",14:00:00,22:00:00,E2N8,-37.7373157,145.0125178
333,Somerton,Tek Foods Supermarket,882-900 Cooper Street,VIC,3062,7/09/2021,7/09/2021,11:55am - 5:50pm,Case attended venue. Some individuals will be Tier 1 contacts required to quarantine for 14 days and the Department will contact them directly with this advice.,16/09/2021,16/09/2021,21:40:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",11:55:00,17:50:00,A5L2,-37.6438279,144.9572081
334,Somerton,Tek Foods Supermarket,882-900 Cooper Street,VIC,3062,11/09/2021,11/09/2021,7:30am - 5:30pm,Case attended venue. Some individuals will be Tier 1 contacts required to quarantine for 14 days and the Department will contact them directly with this advice.,16/09/2021,16/09/2021,21:40:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",7:30:00,17:30:00,E9Q5,-37.6438279,144.9572081
335,Somerton,Tek Foods Supermarket,882-900 Cooper Street,VIC,3062,12/09/2021,12/09/2021,8:00am - 5:30pm,Case attended venue. Some individuals will be Tier 1 contacts required to quarantine for 14 days and the Department will contact them directly with this advice.,16/09/2021,16/09/2021,21:40:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",8:00:00,17:30:00,C2K9,-37.6438279,144.9572081
336,Wendouree,Ferguson Plarre Bakehouse - Stockland Wendouree Village Shopping Centre,"Shop 105, Gillies Street",VIC,3355,13/09/2021,13/09/2021,2:30pm - 3:10pm,Case attended venue,16/09/2021,16/09/2021,21:10:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",14:30:00,15:10:00,B2W6,-37.52656166,143.8245113
337,Wendouree,Cotton On Stockland Wendouree Village Shopping Centre,Gillies Street,VIC,3355,13/09/2021,13/09/2021,3:05pm - 4:00pm,Case attended venue,16/09/2021,16/09/2021,21:10:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",15:05:00,16:00:00,B6H6,-37.52571635,143.8247637
338,Delacombe,Bunnings Delacombe,307 Smythes Road,VIC,3356,12/09/2021,12/09/2021,3:10pm - 4:00pm,Case attended venue,16/09/2021,16/09/2021,21:10:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",15:10:00,16:00:00,E6E7,-37.5906452,143.8075263
339,Sebastopol,Woolworths Sebastopol,Albert Street and Hertford Street,VIC,3356,12/09/2021,12/09/2021,3:45pm - 4:30pm,Case attended venue,16/09/2021,16/09/2021,21:10:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",15:45:00,16:30:00,B3R6,-37.58525005,143.8407449
340,Ballarat,Commonwealth Bank Ballarat Branch,Corner Sturt and Lydiard Street,VIC,3350,13/09/2021,13/09/2021,1:10pm - 2:30pm,Case attended venue,16/09/2021,16/09/2021,21:10:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",13:10:00,14:30:00,E5G5,-37.5620971,143.8578012
341,Wendouree,Connor Menswear - Stockland Wendouree Village Shopping Centre,"Shop 25, Gillies Street",VIC,3355,13/09/2021,13/09/2021,2:10pm - 3:00pm,Case attended venue,16/09/2021,16/09/2021,21:10:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",14:10:00,15:00:00,D4N6,-37.52656166,143.8245113
342,Ballarat,Myer Central Square Shopping Centre,Sturt Street,VIC,3350,12/09/2021,12/09/2021,1:05pm - 2:20pm,Case attended venue,16/09/2021,16/09/2021,21:10:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",13:05:00,14:20:00,D3A5,-37.56095895,143.8503398
343,Ballarat,New Generation Clothing Ballarat,26 Doveton Street South,VIC,3350,12/09/2021,12/09/2021,12:30pm - 1:20pm,Case attended venue,16/09/2021,16/09/2021,19:07:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",12:30:00,13:20:00,D9U4,-37.5633055,143.8540666
344,Delacombe,The Butcher Club - Delacombe Town Centre ,315 Glenelg Highway,VIC,3356,10/09/2021,10/09/2021,1:15pm - 1:55pm,Case attended venue,16/09/2021,16/09/2021,18:45:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",13:15:00,13:55:00,E3G2,-37.5907866,143.805149
345,Ballarat,Phoenix Alternative Body and Soul,107 Sturt Street,VIC,3350,10/09/2021,10/09/2021,2:10pm - 3:00pm,Case attended venue,16/09/2021,16/09/2021,18:45:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",14:10:00,15:00:00,D3V7,-37.5624559,143.858888
346,Ballarat,Big W Ballarat,Corner Curtis Street and Grenville Street,VIC,3350,11/09/2021,11/09/2021,3:10pm - 4:10pm,Case attended venue,16/09/2021,16/09/2021,18:45:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",15:10:00,16:10:00,B6D9,-37.5616933,143.8608303
347,Delacombe,Delacombe UFS Pharmacy,830 La Trobe Street,VIC,3356,8/09/2021,8/09/2021,3:45pm - 4:25pm,Case attended venue,16/09/2021,16/09/2021,17:00:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",15:45:00,16:25:00,C4J9,-37.5713476,143.8256229
348,Cranbourne North,GIG Radiology,2 Woodbine Avenue,VIC,3977,10/09/2021,10/09/2021,2:55pm - 3:10pm,Case attended venue,16/09/2021,16/09/2021,16:50:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",14:55:00,15:10:00,A3C2,-38.0821361,145.2793376
349,Cranbourne North,Park Avenue Medical Centre,3-7 Kingdom Drive,VIC,3977,10/09/2021,10/09/2021,11:25am - 11:54am,Case attended venue,16/09/2021,16/09/2021,16:50:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",11:25:00,11:54:00,D4F6,-38.0930919,145.2929931
350,South Yarra,MyClinic Prahran,191-193 Commercial Road,VIC,3141,13/09/2021,13/09/2021,4:40pm - 5:25pm,Case attended venue,16/09/2021,16/09/2021,16:50:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",16:40:00,17:25:00,B5D3,-37.8465378,144.9928836
351,Berwick,Casey Hospital Emergency Department - Waiting Room,62-70 Kangan Drive,VIC,3806,14/09/2021,14/09/2021,8:28pm - 11:36pm,Case attended venue,16/09/2021,16/09/2021,16:40:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,20:28:00,23:36:00,A2P6,-38.0452553,145.345815
352,Berwick,Casey Hospital Emergency Department - Main Department,62-70 Kangan Drive,VIC,3806,14/09/2021,14/09/2021,11:36pm - 11:59pm,Case attended venue,16/09/2021,16/09/2021,16:40:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",23:36:00,23:59:00,D9X2,-38.0452553,145.345815
353,Berwick,Casey Hospital Emergency Department - Main Department,62-70 Kangan Drive,VIC,3806,15/09/2021,15/09/2021,12:00am - 2:10am,Case attended venue,16/09/2021,16/09/2021,16:40:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",0:00:00,2:10:00,C4U8,-38.0452553,145.345815
354,Berwick,Casey Hospital Emergency Department - Adult Short Stay Unit,62-70 Kangan Drive,VIC,3806,15/09/2021,15/09/2021,2:10am - 2:26pm,Case attended venue,16/09/2021,16/09/2021,16:40:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,2:10:00,14:26:00,C4M9,-38.0452553,145.345815
355,Sunshine,Cafe Sunshine and SalamaTea Restaurant,21 Dickson Street,VIC,3020,8/09/2021,8/09/2021,9:00am - 3:30pm,Case attended venue. Some individuals will be Tier 1 contacts required to quarantine for 14 days and the Department will contact them directly with this advice.,16/09/2021,16/09/2021,16:00:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",9:00:00,15:30:00,B2H9,-37.7866053,144.8329583
356,Sunshine,Cafe Sunshine and SalamaTea Restaurant,21 Dickson Street,VIC,3020,9/09/2021,9/09/2021,9:00am - 3:30pm,Case attended venue. Some individuals will be Tier 1 contacts required to quarantine for 14 days and the Department will contact them directly with this advice.,16/09/2021,16/09/2021,16:00:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",9:00:00,15:30:00,D3S4,-37.7866053,144.8329583
357,Sunshine,Cafe Sunshine and SalamaTea Restaurant,21 Dickson Street,VIC,3020,10/09/2021,10/09/2021,9:00am - 3:30pm,Case attended venue. Some individuals will be Tier 1 contacts required to quarantine for 14 days and the Department will contact them directly with this advice.,16/09/2021,16/09/2021,16:00:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",9:00:00,15:30:00,A4S2,-37.7866053,144.8329583
358,Diamond Creek,Story House Early Learning Diamond Creek,104-106 Main Hurstbridge Road,VIC,3089,6/09/2021,6/09/2021,9:00am - 4:00pm,Case attended venue,16/09/2021,16/09/2021,16:00:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,9:00:00,16:00:00,E7A4,-37.6748285,145.1626631
359,Diamond Creek,Story House Early Learning Diamond Creek,104-106 Main Hurstbridge Road,VIC,3089,10/09/2021,10/09/2021,8:30am - 6:00pm,Case attended venue,16/09/2021,16/09/2021,16:00:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,8:30:00,18:00:00,E4G8,-37.6748285,145.1626631
360,Campbellfield,Sultan Halal Meats and Poultry,362 Barry Road,VIC,3061,9/09/2021,9/09/2021,6:00am - 3:30pm,Case attended venue. Some individuals will be Tier 1 contacts required to quarantine for 14 days and the Department will contact them directly with this advice.,16/09/2021,16/09/2021,15:50:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",6:00:00,15:30:00,D2X8,-37.66647806,144.947037
361,Campbellfield,Sultan Halal Meats and Poultry,362 Barry Road,VIC,3061,10/09/2021,10/09/2021,9:00am - 5:30pm,Case attended venue. Some individuals will be Tier 1 contacts required to quarantine for 14 days and the Department will contact them directly with this advice.,16/09/2021,16/09/2021,15:50:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",9:00:00,17:30:00,D4A9,-37.66647806,144.947037
362,Heidelberg West,TopGear Wheels and Tyres,619 Waterdale Road,VIC,3081,9/09/2021,9/09/2021,8:00am - 5:30pm,Case attended venue,16/09/2021,16/09/2021,15:50:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,8:00:00,17:30:00,A9K9,-37.7326587,145.0491383
363,Heidelberg West,TopGear Wheels and Tyres,619 Waterdale Road,VIC,3081,10/09/2021,10/09/2021,8:00am - 5:30pm,Case attended venue,16/09/2021,16/09/2021,15:50:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,8:00:00,17:30:00,C2Y8,-37.7326587,145.0491383
364,Fairfield,St. Joseph Melkite Catholic Church,40 Gillies Street,VIC,3078,12/09/2021,12/09/2021,10:00am - 3:30pm,Case attended venue,16/09/2021,16/09/2021,15:40:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,10:00:00,15:30:00,B2J2,-37.7804952,145.0165117
365,North Geelong,The Cotton On Group,14 Shepherd Court,VIC,3215,9/09/2021,9/09/2021,8:15am - 6:00pm,Case attended venue. Some individuals will be Tier 1 contacts required to quarantine for 14 days and the Department will contact them directly with this advice.,16/09/2021,16/09/2021,15:35:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",8:15:00,18:00:00,B5J8,-38.1125126,144.345287
366,Fairfield,St. Joseph Melkite Catholic Church,40 Gillies Street,VIC,3078,10/09/2021,10/09/2021,11:15am - 7:00pm,Case attended venue,16/09/2021,16/09/2021,15:35:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,11:15:00,19:00:00,C5M5,-37.7804952,145.0165117
367,Fairfield,St. Joseph Melkite Catholic Church,40 Gillies Street,VIC,3078,11/09/2021,11/09/2021,10:00am - 9:00pm,Case attended venue,16/09/2021,16/09/2021,15:35:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,10:00:00,21:00:00,A6A5,-37.7804952,145.0165117
368,Delacombe,Total Tools,897 La Trobe Street,VIC,3356,8/09/2021,8/09/2021,8:50am - 9:35am,Case attended venue,16/09/2021,16/09/2021,13:40:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",8:50:00,9:35:00,B6S2,-37.5718931,143.8243664
369,Sebastopol,Coles Sebastopol,210 Albert Street,VIC,3356,8/09/2021,8/09/2021,8:00am - 9:00am,Case attended venue,16/09/2021,16/09/2021,13:40:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",8:00:00,9:00:00,E7U9,-37.5992701,143.8408543
370,Sebastopol,Coles Sebastopol,210 Albert Street,VIC,3356,10/09/2021,10/09/2021,7:35am - 8:15am,Case attended venue,16/09/2021,16/09/2021,13:40:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",7:35:00,8:15:00,A3U5,-37.5992701,143.8408543
371,Delacombe,MaxiParts,264 Park Street West,VIC,3356,8/09/2021,8/09/2021,3:00pm - 4:30pm,Case attended venue,16/09/2021,16/09/2021,13:40:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",15:00:00,16:30:00,B7V6,-37.5698924,143.8210923
372,Sebastopol,Monte's Fish Chips and Pizza,192 Albert Street,VIC,3356,9/09/2021,9/09/2021,6:30pm - 7:00pm,Case attended venue,16/09/2021,16/09/2021,13:40:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",18:30:00,19:00:00,C6R8,-37.5979398,143.8408121
373,Sebastopol,Chemist Warehouse,112 Albert Street,VIC,3356,10/09/2021,10/09/2021,11:25am - 12:20pm,Case attended venue,16/09/2021,16/09/2021,11:35:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",11:25:00,12:20:00,B9W9,-37.5912886,143.8406844
374,Ballarat Central,Sturt Street UFS Pharmacy,717 Sturt Street,VIC,3350,10/09/2021,10/09/2021,2:00pm - 3:00pm,Case attended venue,16/09/2021,16/09/2021,11:35:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",14:00:00,15:00:00,D9E8,-37.561374,143.8497244
375,Sebastopol,Ballarat Brick Cleaning,109 Hertford Street,VIC,3356,13/09/2021,13/09/2021,7:45am - 8:30am,Case attended venue,16/09/2021,16/09/2021,11:35:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,7:45:00,8:30:00,E4T9,-37.587443,143.8269132
376,West Melbourne,Maxcon Construction Site,45-55 Dudley Street,VIC,3003,9/09/2021,9/09/2021,7:00am - 4:00pm,Case attended venue,16/09/2021,16/09/2021,8:58:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,7:00:00,16:00:00,B6N5,-37.809996,144.9509588
377,West Melbourne,Maxcon Construction Site,45-55 Dudley Street,VIC,3003,10/09/2021,10/09/2021,7:00am - 4:00pm,Case attended venue,16/09/2021,16/09/2021,8:58:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,7:00:00,16:00:00,C7N4,-37.809996,144.9509588
378,West Melbourne,Maxcon Construction Site,45-55 Dudley Street,VIC,3003,11/09/2021,11/09/2021,7:00am - 4:00pm,Case attended venue,16/09/2021,16/09/2021,8:58:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,7:00:00,16:00:00,E8R2,-37.809996,144.9509588
379,Tarneit,Tarneit World of Learning,466/468 Sayers Road,VIC,3029,10/09/2021,10/09/2021,9:05am - 5:30pm,Case attended site,16/09/2021,16/09/2021,8:55:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,9:05:00,17:30:00,C8W8,-37.8492306,144.6989908
380,Chirnside Park,Hairhouse Chirnside Park,"Chirnside Park Shopping Centre, Shop 633/288 Maroondah Highway",VIC,3116,8/09/2021,8/09/2021,9:49am - 4:45pm,Case attended venue. Some individuals will be Tier 1 contacts required to quarantine for 14 days and the Department will contact them directly with this advice.,16/09/2021,16/09/2021,8:40:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",9:49:00,16:45:00,C3R4,-37.7672098,145.3023766
381,Yarraville,Grill'd Yarraville,18 Anderson Street,VIC,3013,9/09/2021,9/09/2021,5:00pm - 11:30pm,Case attended venue. Some individuals will be Tier 1 contacts required to quarantine for 14 days and the Department will contact them directly with this advice.,16/09/2021,16/09/2021,8:40:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",17:00:00,23:30:00,D8C6,-37.8165396,144.8908196
382,Yarraville,Grill'd Yarraville,18 Anderson Street,VIC,3013,10/09/2021,10/09/2021,4:00pm - 10:30pm,Case attended venue. Some individuals will be Tier 1 contacts required to quarantine for 14 days and the Department will contact them directly with this advice.,16/09/2021,16/09/2021,8:40:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",16:00:00,22:30:00,D5P4,-37.8165396,144.8908196
383,Fawkner,Moomba Park Kindergarten,65 Alec Crescent,VIC,3060,8/09/2021,8/09/2021,8:30am - 4:30pm,Case attended site,16/09/2021,16/09/2021,8:38:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,8:30:00,16:30:00,C3F5,-37.6945106,144.9682418
384,Meadow Heights,Learning Nest Early Learning Centre,63 Woodburn Crescent,VIC,3048,6/09/2021,6/09/2021,10:00am - 12:30pm,Case attended site,16/09/2021,16/09/2021,8:38:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,10:00:00,12:30:00,B2Z8,-37.655553,144.915698
385,Meadow Heights,Learning Nest Early Learning Centre,63 Woodburn Crescent,VIC,3048,7/09/2021,7/09/2021,7:15am - 10:30am,Case attended site,16/09/2021,16/09/2021,8:38:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,7:15:00,10:30:00,D3X9,-37.655553,144.915698
386,Meadow Heights,Learning Nest Early Learning Centre,63 Woodburn Crescent,VIC,3048,9/09/2021,9/09/2021,9:30am - 5:30pm,Case attended site,16/09/2021,16/09/2021,8:38:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,9:30:00,17:30:00,A8W4,-37.655553,144.915698
387,Meadow Heights,Learning Nest Early Learning Centre,63 Woodburn Crescent,VIC,3048,10/09/2021,10/09/2021,11:00am - 4:00pm,Case attended site,16/09/2021,16/09/2021,8:38:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,11:00:00,16:00:00,B7W2,-37.655553,144.915698
